Transaction ID,Date,Account Type,Transaction Amount,Cash Flow,Net Income,Revenue,Expenditure,Profit Margin,Debt-to-Equity Ratio,Operating Expenses,Gross Profit,Transaction Volume,Processing Time (seconds),Accuracy Score,Missing Data Indicator,Normalized Transaction Amount,Transaction Outcome
621,13-09-2026,Liability,3661,3861,"? 2,268.00","? 3,783.00",? 525.00,0.77,1.40,2052,? 581.00,2,0.875145224,0.982565741,FALSE,0.726696648,1
622,14-09-2026,Asset,4180,1402,? 353.00,"? 4,753.00",? 305.00,0.34,2.17,329,"? 1,978.00",1,1.520653264,0.947250658,TRUE,0.832788226,1
623,15-09-2026,Revenue,4029,3958,"? 3,622.00","? 2,058.00","? 1,041.00",0.59,2.41,790,"? 1,401.00",3,1.816230185,0.800944275,FALSE,0.801921504,1
624,16-09-2026,Expense,249,2068,"? 2,947.00","? 3,514.00","? 2,454.00",0.55,0.53,4320,"? 1,008.00",4,1.494714043,0.939665768,FALSE,0.029231398,1
625,17-09-2026,Expense,2378,2649,"? 2,869.00","? 3,516.00","? 2,496.00",0.24,2.30,2346,"? 2,480.00",2,1.359044336,0.855428351,FALSE,0.464431725,1
626,18-09-2026,Revenue,737,2198,"? 2,367.00","? 2,372.00","? 1,202.00",0.78,2.83,1477,"? 1,340.00",8,0.950499262,0.942786417,FALSE,0.1289861,1
627,19-09-2026,Expense,1799,827,"? 3,138.00",? 964.00,? 624.00,0.78,1.64,1239,? 419.00,2,0.710272785,0.892802437,FALSE,0.346075225,1
628,20-09-2026,Expense,3627,1159,"? 3,715.00","? 4,621.00","? 3,921.00",0.21,0.56,3800,"? 3,543.00",4,0.513871213,0.981525446,FALSE,0.719746525,1
629,21-09-2026,Expense,4751,746,"? 2,626.00","? 3,438.00","? 2,770.00",0.71,1.81,3970,"? 3,984.00",7,0.973878949,0.958765194,FALSE,0.949509403,1
630,22-09-2026,Liability,4542,2652,"? 2,790.00","? 4,769.00","? 2,374.00",0.79,1.25,2097,? 991.00,7,1.261118766,0.869880984,FALSE,0.90678659,1
631,23-09-2026,Revenue,4300,2366,"? 1,096.00","? 1,729.00","? 1,640.00",0.55,1.94,4254,"? 2,230.00",5,0.566081271,0.988929231,FALSE,0.85731807,1
632,24-09-2026,Liability,2428,1477,"? 2,171.00","? 4,518.00","? 2,609.00",0.45,1.20,3690,"? 1,495.00",8,1.117850773,0.914240161,FALSE,0.474652494,0
633,25-09-2026,Revenue,2330,3414,"? 3,992.00","? 1,260.00","? 1,723.00",0.45,2.79,3869,? 253.00,6,1.636893297,0.953276073,FALSE,0.454619787,1
634,26-09-2026,Expense,1128,4252,? 240.00,"? 1,107.00","? 3,298.00",0.41,0.68,1243,"? 2,854.00",4,1.5119005,0.808390198,FALSE,0.20891251,1
635,27-09-2026,Liability,144,3018,"? 2,532.00",? 723.00,"? 3,998.00",0.76,2.98,343,"? 3,067.00",1,1.469213876,0.891482455,FALSE,0.007767784,1
636,28-09-2026,Expense,208,599,"? 1,016.00","? 3,845.00","? 3,208.00",0.41,1.86,3639,"? 2,766.00",4,0.824559566,0.923657736,FALSE,0.020850368,1
637,29-09-2026,Asset,1839,2467,"? 2,247.00","? 2,372.00",? 199.00,0.66,2.03,1061,? 732.00,9,0.907514945,0.976836133,FALSE,0.35425184,1
638,30-09-2026,Revenue,2123,3892,"? 3,839.00",? 775.00,"? 1,715.00",0.29,1.88,782,"? 2,256.00",3,0.99545794,0.934031384,FALSE,0.412305805,1
639,01-10-2026,Asset,4961,3269,? 705.00,"? 3,656.00","? 3,892.00",0.44,0.78,1556,"? 1,043.00",3,1.668585715,0.8207367,FALSE,0.992436631,1
640,02-10-2026,Revenue,2778,2502,"? 1,232.00","? 2,506.00","? 2,547.00",0.68,2.07,3255,"? 2,252.00",5,0.523168029,0.802932404,FALSE,0.546197874,1
641,03-10-2026,Asset,4073,4321,"? 3,533.00","? 3,375.00","? 1,691.00",0.43,2.21,524,"? 2,054.00",3,1.950856077,0.876281008,FALSE,0.810915781,1
642,04-10-2026,Asset,4818,4123,"? 3,841.00","? 3,839.00",? 240.00,0.58,1.43,2768,? 121.00,8,1.409346206,0.944394254,FALSE,0.963205233,1
643,05-10-2026,Revenue,1348,2701,"? 1,963.00","? 4,788.00","? 3,248.00",0.34,1.53,4938,"? 1,224.00",1,0.933714157,0.835381802,FALSE,0.253883892,1
644,06-10-2026,Expense,2340,1382,"? 1,467.00","? 2,507.00","? 3,663.00",0.68,0.62,1965,"? 3,574.00",4,0.639392676,0.890469584,FALSE,0.456663941,1
645,07-10-2026,Asset,4881,860,"? 3,042.00","? 4,656.00","? 1,610.00",0.41,2.91,3113,"? 1,865.00",5,1.643834397,0.906448895,FALSE,0.976083401,1
646,08-10-2026,Liability,1571,3741,"? 2,149.00","? 4,690.00",? 721.00,0.29,2.60,789,"? 2,720.00",9,0.811483945,0.913642794,FALSE,0.29946852,1
647,09-10-2026,Revenue,3588,3757,"? 3,011.00","? 3,473.00","? 2,766.00",0.60,2.18,3874,"? 1,761.00",8,0.841729718,0.866205383,FALSE,0.711774325,1
648,10-10-2026,Revenue,469,3266,"? 1,562.00",? 803.00,"? 2,429.00",0.64,2.06,619,? 903.00,5,1.664797595,0.839060719,FALSE,0.07420278,1
649,11-10-2026,Asset,2311,896,"? 2,459.00","? 1,071.00","? 1,909.00",0.31,2.24,4613,"? 1,165.00",5,1.709601525,0.837779922,FALSE,0.450735895,1
650,12-10-2026,Liability,4880,4335,"? 1,797.00","? 1,251.00","? 2,192.00",0.51,0.92,473,"? 3,393.00",3,1.303769271,0.935205758,FALSE,0.975878986,1
651,13-10-2026,Revenue,2415,1491,"? 1,786.00","? 1,590.00",? 971.00,0.57,2.33,2467,"? 2,745.00",9,0.725571868,0.869817156,TRUE,0.471995094,0
652,14-10-2026,Expense,3080,3396,"? 3,419.00","? 4,894.00","? 3,355.00",0.58,2.98,4371,? 134.00,9,1.82729783,0.839067286,FALSE,0.607931316,1
653,15-10-2026,Expense,2413,1010,"? 3,171.00",? 719.00,"? 1,218.00",0.29,1.38,4737,"? 2,516.00",9,1.576197154,0.96714002,FALSE,0.471586263,1
654,16-10-2026,Liability,1897,3609,"? 3,115.00","? 1,583.00",? 288.00,0.80,1.60,3034,? 599.00,6,1.355350962,0.982712478,TRUE,0.366107931,1
655,17-10-2026,Expense,4823,3616,"? 1,976.00","? 4,857.00","? 2,348.00",0.25,2.73,2058,"? 3,614.00",6,1.353709899,0.898954274,FALSE,0.96422731,1
656,18-10-2026,Liability,3919,4058,"? 3,905.00","? 1,497.00","? 1,562.00",0.33,1.60,4592,"? 3,369.00",3,0.974737456,0.899351918,FALSE,0.779435814,1
657,19-10-2026,Asset,3957,1228,"? 1,877.00",? 910.00,? 658.00,0.27,1.88,4378,? 471.00,6,1.138431477,0.963895221,FALSE,0.787203598,1
658,20-10-2026,Expense,994,4322,? 860.00,"? 4,387.00","? 1,196.00",0.72,2.39,3150,"? 2,369.00",7,1.652105242,0.972035948,FALSE,0.18152085,1
659,21-10-2026,Expense,3107,2476,"? 1,316.00","? 4,602.00",? 605.00,0.67,2.38,1796,"? 3,211.00",5,0.820790474,0.813898916,FALSE,0.613450531,1
660,22-10-2026,Liability,1026,3531,"? 2,079.00","? 4,379.00","? 3,884.00",0.44,1.75,3344,"? 1,044.00",4,1.625841351,0.926819261,FALSE,0.188062142,1
661,23-10-2026,Liability,4122,801,"? 3,024.00","? 4,261.00","? 3,142.00",0.47,2.99,2555,"? 1,669.00",2,1.327050898,0.804533904,FALSE,0.820932134,1
662,24-10-2026,Revenue,1638,2592,? 798.00,"? 2,717.00","? 2,952.00",0.57,2.02,4123,"? 3,756.00",9,0.933928977,0.898544138,FALSE,0.31316435,0
663,25-10-2026,Expense,438,3562,"? 1,088.00","? 1,750.00","? 1,939.00",0.46,0.89,2623,"? 3,917.00",8,1.480030444,0.901487059,FALSE,0.067865904,1
664,26-10-2026,Expense,3877,2782,"? 2,530.00",? 449.00,"? 3,105.00",0.58,2.32,4305,"? 1,658.00",1,0.880349265,0.960640603,TRUE,0.770850368,1
665,27-10-2026,Expense,415,669,? 815.00,"? 3,085.00","? 2,833.00",0.67,1.16,3199,"? 2,841.00",2,1.817638464,0.860938209,FALSE,0.06316435,1
666,28-10-2026,Revenue,4409,3457,? 542.00,"? 3,948.00","? 2,917.00",0.24,2.00,3176,"? 1,564.00",8,1.526973637,0.880483667,FALSE,0.879599346,1
667,29-10-2026,Expense,2581,3502,? 297.00,"? 4,886.00","? 1,443.00",0.38,1.60,2332,? 461.00,3,1.092151713,0.918264228,FALSE,0.505928046,1
668,30-10-2026,Revenue,714,1895,"? 3,468.00","? 3,342.00","? 1,004.00",0.48,0.69,3771,"? 2,614.00",4,1.782125117,0.978924179,FALSE,0.124284546,1
669,31-10-2026,Liability,2923,3818,"? 2,742.00","? 3,536.00","? 3,381.00",0.34,2.71,3695,? 870.00,9,0.582164984,0.835194989,FALSE,0.575838103,1
670,01-11-2026,Expense,565,2440,"? 3,420.00","? 3,778.00","? 3,223.00",0.70,2.17,4411,"? 2,728.00",5,1.185516401,0.903958405,FALSE,0.093826656,1
671,02-11-2026,Revenue,4747,829,"? 3,615.00","? 1,652.00",? 183.00,0.66,2.13,975,? 213.00,5,0.733170751,0.83290893,FALSE,0.948691742,1
672,03-11-2026,Liability,1399,3555,"? 3,598.00","? 3,993.00","? 2,772.00",0.39,2.29,4903,"? 3,303.00",5,1.437542088,0.92908196,FALSE,0.264309076,1
673,04-11-2026,Asset,4786,2912,"? 1,041.00","? 3,857.00","? 1,691.00",0.67,2.00,1550,"? 2,323.00",2,0.548698311,0.969623517,FALSE,0.956663941,1
674,05-11-2026,Liability,1453,1393,"? 3,251.00","? 3,689.00","? 3,584.00",0.60,1.93,1794,? 367.00,6,1.21077596,0.960598282,FALSE,0.275347506,1
675,06-11-2026,Liability,4269,3748,"? 3,723.00","? 1,519.00","? 2,276.00",0.37,0.67,3848,? 636.00,8,1.608669928,0.88966805,FALSE,0.850981194,1
676,07-11-2026,Expense,4826,2723,"? 3,995.00",? 606.00,"? 2,326.00",0.54,2.17,247,"? 3,497.00",9,1.37977539,0.974907273,TRUE,0.964840556,0
677,08-11-2026,Asset,261,2748,"? 2,421.00","? 1,657.00","? 3,082.00",0.29,2.95,171,? 258.00,9,0.769537453,0.803584317,FALSE,0.031684383,1
678,09-11-2026,Expense,145,1281,"? 1,787.00","? 4,251.00","? 1,114.00",0.69,1.86,3631,"? 1,358.00",9,1.954476892,0.831707554,FALSE,0.0079722,0
679,10-11-2026,Revenue,2109,3656,"? 1,117.00","? 2,629.00",? 934.00,0.37,1.23,4090,? 754.00,5,1.557029497,0.959574872,FALSE,0.40944399,1
680,11-11-2026,Asset,4689,2433,? 661.00,"? 2,006.00","? 3,447.00",0.24,2.42,4024,? 304.00,8,1.834122421,0.945484462,FALSE,0.93683565,1
681,12-11-2026,Expense,3599,3713,"? 1,286.00","? 2,596.00","? 3,370.00",0.48,0.96,3874,? 101.00,9,0.971107578,0.93428725,FALSE,0.714022895,0
682,13-11-2026,Liability,2069,2256,"? 1,839.00","? 1,884.00","? 2,442.00",0.33,2.12,2452,"? 2,884.00",6,1.9046631,0.801392022,FALSE,0.401267375,1
683,14-11-2026,Revenue,3387,3561,"? 1,673.00","? 1,680.00","? 2,156.00",0.73,1.98,3601,? 627.00,5,1.113786037,0.9102164,FALSE,0.670686836,1
684,15-11-2026,Revenue,735,4475,"? 2,373.00","? 2,486.00","? 1,073.00",0.40,1.10,3611,? 849.00,7,1.731411074,0.946585859,FALSE,0.128577269,1
685,16-11-2026,Expense,862,2656,"? 3,745.00","? 2,598.00","? 3,198.00",0.78,1.69,4466,"? 3,644.00",2,0.768930919,0.904348229,FALSE,0.154538021,1
686,17-11-2026,Revenue,4608,3315,? 519.00,"? 1,918.00","? 3,194.00",0.79,1.07,3772,"? 2,115.00",5,1.11854995,0.941881665,FALSE,0.920278005,1
687,18-11-2026,Revenue,1561,1595,"? 2,531.00","? 4,281.00",? 411.00,0.35,2.18,2911,"? 1,359.00",1,1.495420534,0.891457384,TRUE,0.297424366,1
688,19-11-2026,Expense,316,1273,"? 3,238.00","? 2,591.00","? 3,100.00",0.54,1.16,389,"? 2,185.00",9,1.048068423,0.819838256,FALSE,0.042927228,1
689,20-11-2026,Asset,3772,1337,? 810.00,"? 2,586.00","? 1,921.00",0.44,2.66,4337,"? 3,877.00",2,0.77824212,0.857627874,FALSE,0.749386754,1
690,21-11-2026,Expense,2361,2428,"? 2,057.00","? 1,515.00","? 3,985.00",0.56,2.90,4596,? 283.00,8,0.953473091,0.955342953,FALSE,0.460956664,1
691,22-11-2026,Liability,1592,1886,"? 1,799.00","? 2,643.00","? 3,190.00",0.36,0.98,3708,"? 2,590.00",5,1.798828379,0.871105805,FALSE,0.303761243,1
692,23-11-2026,Liability,822,968,"? 2,975.00","? 3,266.00","? 2,016.00",0.37,0.66,1161,"? 3,221.00",6,0.876485627,0.889508145,FALSE,0.146361406,1
693,24-11-2026,Liability,2488,2135,"? 3,452.00","? 1,682.00","? 2,412.00",0.71,2.02,3429,"? 3,906.00",3,0.923043184,0.852787991,FALSE,0.486917416,1
694,25-11-2026,Revenue,2270,4422,"? 3,797.00","? 4,986.00",? 867.00,0.74,2.42,1614,"? 3,931.00",4,1.663937948,0.843338915,FALSE,0.442354865,1
695,26-11-2026,Liability,4983,1103,? 204.00,"? 3,251.00","? 2,744.00",0.50,1.89,4913,"? 3,321.00",5,1.120537062,0.956646694,FALSE,0.996933769,1
696,27-11-2026,Revenue,587,631,? 306.00,"? 1,109.00",? 103.00,0.50,0.89,359,"? 3,977.00",8,1.884238789,0.896048905,FALSE,0.098323794,1
697,28-11-2026,Revenue,2927,1918,"? 2,580.00","? 2,839.00","? 2,414.00",0.78,0.56,593,"? 3,655.00",1,1.602202581,0.990618858,FALSE,0.576655765,1
698,29-11-2026,Revenue,4293,795,"? 1,168.00","? 1,704.00",? 385.00,0.60,2.13,3804,? 786.00,1,1.894137106,0.868561887,FALSE,0.855887163,1
699,30-11-2026,Liability,3536,2229,"? 1,074.00","? 2,587.00","? 1,954.00",0.51,2.23,1901,"? 1,343.00",8,1.327707985,0.865133733,FALSE,0.701144726,1
700,01-12-2026,Expense,4265,1932,"? 1,196.00","? 1,099.00","? 3,717.00",0.49,1.59,2389,"? 3,559.00",1,0.532861716,0.842260832,FALSE,0.850163532,1
701,02-12-2026,Asset,862,3919,"? 1,188.00","? 4,415.00","? 1,464.00",0.33,2.90,2528,"? 1,508.00",6,0.883882334,0.982231458,FALSE,0.154538021,1
702,03-12-2026,Expense,4225,2582,"? 1,732.00","? 3,244.00","? 1,915.00",0.75,1.90,1100,"? 2,294.00",6,1.530809323,0.90473645,FALSE,0.841986917,1
703,04-12-2026,Expense,3003,2665,"? 3,111.00","? 3,437.00","? 3,102.00",0.44,2.73,3089,"? 2,951.00",9,1.300438548,0.834923828,FALSE,0.592191333,1
704,05-12-2026,Liability,2787,4241,"? 3,080.00","? 2,844.00","? 3,836.00",0.69,2.19,1223,"? 3,792.00",3,1.929618211,0.816679731,FALSE,0.548037612,1
705,06-12-2026,Asset,4871,4293,"? 1,178.00","? 2,699.00","? 3,570.00",0.22,0.97,4824,? 238.00,8,1.844191048,0.836660131,FALSE,0.974039248,1
706,07-12-2026,Revenue,3942,2215,"? 1,477.00","? 2,363.00","? 3,078.00",0.34,1.10,2258,"? 2,685.00",4,1.068863648,0.921226507,FALSE,0.784137367,1
707,08-12-2026,Expense,2036,2508,"? 2,826.00","? 1,409.00","? 2,692.00",0.54,0.86,108,"? 2,792.00",2,1.698547108,0.842384904,FALSE,0.394521668,1
708,09-12-2026,Expense,4183,1702,"? 2,717.00","? 2,485.00","? 2,773.00",0.60,1.76,2381,"? 1,917.00",4,1.589081436,0.948993171,FALSE,0.833401472,1
709,10-12-2026,Asset,535,558,"? 3,010.00","? 2,893.00",? 192.00,0.73,0.60,3369,"? 1,526.00",2,1.811614266,0.879859365,FALSE,0.087694195,1
710,11-12-2026,Revenue,1059,3715,"? 1,555.00","? 4,882.00",? 929.00,0.33,0.73,2826,"? 1,675.00",5,0.604623814,0.878687417,FALSE,0.19480785,1
711,12-12-2026,Asset,623,3737,"? 1,759.00","? 3,842.00","? 3,272.00",0.43,1.06,4145,"? 3,281.00",3,1.72647203,0.90978736,FALSE,0.105682747,1
712,13-12-2026,Asset,1758,3609,? 842.00,"? 3,283.00","? 3,159.00",0.69,1.39,4262,"? 3,864.00",4,1.466308471,0.816690953,FALSE,0.337694195,1
713,14-12-2026,Liability,2667,4491,"? 2,473.00","? 1,306.00","? 1,288.00",0.22,1.26,1127,"? 3,392.00",6,0.865188166,0.920029927,FALSE,0.523507768,1
714,15-12-2026,Revenue,170,3923,"? 3,778.00","? 4,482.00",? 843.00,0.35,2.09,981,"? 2,980.00",6,1.342099617,0.857870631,FALSE,0.013082584,1
715,16-12-2026,Asset,4147,3215,"? 3,946.00","? 1,257.00","? 3,091.00",0.41,2.06,984,"? 2,484.00",2,1.555448205,0.90833288,FALSE,0.826042518,0
716,17-12-2026,Expense,3487,3657,"? 3,678.00","? 3,947.00",? 103.00,0.63,2.97,3297,"? 3,720.00",5,1.856853595,0.819967099,FALSE,0.691128373,1
717,18-12-2026,Asset,4721,2777,? 692.00,"? 4,489.00","? 2,914.00",0.73,0.73,947,"? 3,988.00",8,1.678774996,0.925031226,FALSE,0.943376942,1
718,19-12-2026,Revenue,1310,1361,"? 3,568.00","? 4,178.00",? 406.00,0.48,1.29,1842,"? 3,372.00",3,1.434332925,0.820498187,FALSE,0.246116108,1
719,20-12-2026,Liability,679,2233,"? 1,614.00","? 3,417.00","? 3,548.00",0.62,2.01,4490,"? 3,752.00",4,0.864713696,0.993281196,FALSE,0.117130008,1
720,21-12-2026,Expense,2629,2507,"? 1,870.00","? 1,367.00","? 1,313.00",0.56,1.92,1700,"? 3,671.00",7,1.03781507,0.977293512,FALSE,0.515739984,0
721,22-12-2026,Expense,693,4422,"? 2,101.00","? 3,912.00","? 2,098.00",0.47,2.67,3228,? 784.00,5,1.06484774,0.808755258,FALSE,0.119991823,1
722,23-12-2026,Asset,638,1127,"? 1,515.00","? 3,280.00",? 749.00,0.34,1.82,2779,"? 3,717.00",1,0.59048429,0.971579755,FALSE,0.108748978,1
723,24-12-2026,Liability,4460,4103,"? 3,661.00",? 669.00,"? 2,940.00",0.23,1.35,464,"? 1,103.00",4,0.516663266,0.844946554,FALSE,0.89002453,1
724,25-12-2026,Liability,4358,4153,? 563.00,"? 4,440.00","? 2,961.00",0.69,0.60,470,"? 3,541.00",3,0.82143636,0.899777015,FALSE,0.869174162,1
725,26-12-2026,Revenue,923,1177,"? 1,303.00",? 887.00,"? 2,193.00",0.40,2.80,310,"? 3,175.00",7,0.73198813,0.839231714,FALSE,0.167007359,1
726,27-12-2026,Liability,2534,2606,"? 3,330.00","? 1,434.00","? 3,754.00",0.38,1.40,341,"? 3,725.00",8,0.588059287,0.891701889,FALSE,0.496320523,1
727,28-12-2026,Expense,4862,676,"? 2,537.00","? 3,330.00","? 3,739.00",0.48,2.69,3176,"? 3,395.00",3,0.782611752,0.915732977,FALSE,0.972199509,1
728,29-12-2026,Revenue,557,3273,"? 3,847.00",? 982.00,"? 2,240.00",0.73,1.43,3053,"? 3,409.00",7,0.755276661,0.908565565,FALSE,0.092191333,1
729,30-12-2026,Liability,4669,1043,? 354.00,"? 4,124.00","? 1,609.00",0.51,1.24,241,"? 1,214.00",9,1.21605309,0.954983841,FALSE,0.932747343,1
730,31-12-2026,Revenue,621,2126,"? 1,628.00",? 642.00,? 316.00,0.73,2.89,2312,? 168.00,9,0.91033083,0.928860351,FALSE,0.105273917,1
731,01-01-2027,Expense,4711,4223,"? 2,206.00","? 3,077.00","? 2,835.00",0.69,2.44,389,"? 2,781.00",5,1.790440551,0.926898552,FALSE,0.941332788,1
732,02-01-2027,Asset,3516,876,"? 2,264.00","? 2,926.00","? 3,130.00",0.56,2.62,4045,"? 2,627.00",2,0.671908087,0.820490649,FALSE,0.697056419,0
733,03-01-2027,Asset,2557,4496,"? 3,064.00","? 4,813.00","? 1,730.00",0.51,0.63,3486,? 368.00,2,0.818639671,0.924592182,FALSE,0.501022077,1
734,04-01-2027,Liability,2108,4486,"? 1,491.00","? 1,111.00","? 2,959.00",0.24,1.77,4138,? 257.00,2,0.645031783,0.862179851,FALSE,0.409239575,1
735,05-01-2027,Liability,3014,3284,"? 1,222.00","? 3,084.00","? 2,482.00",0.65,1.41,4514,? 143.00,6,1.602293954,0.825938938,FALSE,0.594439902,1
736,06-01-2027,Expense,3809,2844,"? 3,204.00","? 2,016.00","? 3,836.00",0.55,0.90,4775,"? 3,065.00",2,1.311954106,0.840330038,FALSE,0.756950123,1
737,07-01-2027,Asset,3095,2825,"? 1,314.00","? 3,009.00","? 2,230.00",0.67,2.55,2378,? 444.00,3,0.630154784,0.805088954,FALSE,0.610997547,1
738,08-01-2027,Revenue,2509,2237,"? 2,947.00","? 3,847.00",? 925.00,0.62,1.01,3685,"? 3,803.00",2,1.828916222,0.870859213,FALSE,0.491210139,1
739,09-01-2027,Liability,1487,2103,"? 1,185.00","? 2,097.00","? 1,819.00",0.41,1.47,821,? 952.00,6,1.932521509,0.861959698,FALSE,0.282297629,1
740,10-01-2027,Asset,3687,697,"? 1,596.00","? 4,661.00","? 1,905.00",0.44,0.78,3387,? 625.00,7,1.50205883,0.923498105,FALSE,0.732011447,1
741,11-01-2027,Liability,2064,3712,"? 2,580.00","? 3,055.00","? 1,845.00",0.79,1.18,1027,"? 2,122.00",5,0.65902854,0.877674498,FALSE,0.400245298,1
742,12-01-2027,Liability,1970,870,? 495.00,"? 4,312.00","? 3,855.00",0.53,2.85,458,"? 2,471.00",2,1.546703556,0.873870863,FALSE,0.381030253,1
743,13-01-2027,Liability,3914,907,? 499.00,"? 4,007.00","? 1,084.00",0.43,1.56,3319,"? 3,737.00",9,0.752465344,0.875342797,FALSE,0.778413737,1
744,14-01-2027,Revenue,2951,2670,"? 1,560.00","? 4,066.00","? 1,905.00",0.35,1.62,1126,"? 1,781.00",6,1.722967812,0.857704263,FALSE,0.581561733,1
745,15-01-2027,Liability,3196,2128,"? 1,157.00","? 4,481.00",? 507.00,0.45,2.23,3261,? 521.00,8,1.493508255,0.931786016,FALSE,0.6316435,1
746,16-01-2027,Liability,4916,1451,? 816.00,"? 3,863.00",? 220.00,0.57,1.63,1054,? 887.00,3,1.456417042,0.860169523,FALSE,0.983237939,1
747,17-01-2027,Liability,141,3991,"? 2,070.00","? 3,367.00",? 815.00,0.43,1.59,2527,"? 2,897.00",8,1.436715674,0.861351098,FALSE,0.007154538,1
748,18-01-2027,Liability,4375,1672,? 936.00,"? 4,137.00","? 1,893.00",0.31,0.96,2737,"? 2,664.00",7,1.310821106,0.993816886,FALSE,0.872649223,1
749,19-01-2027,Asset,3077,2646,"? 2,653.00","? 2,986.00",? 127.00,0.49,0.87,306,? 797.00,5,0.739654884,0.987368037,FALSE,0.60731807,1
750,20-01-2027,Asset,4506,3480,? 248.00,"? 4,552.00","? 3,397.00",0.65,2.96,2102,? 447.00,2,0.914065166,0.886239819,FALSE,0.899427637,1
751,21-01-2027,Revenue,4230,3406,"? 1,712.00","? 4,072.00",? 549.00,0.33,1.15,4743,"? 3,857.00",6,1.472678941,0.840835772,FALSE,0.843008994,1
752,22-01-2027,Liability,3644,4241,"? 2,394.00","? 3,147.00",? 341.00,0.39,2.91,1973,"? 3,665.00",2,0.531699548,0.962456382,FALSE,0.723221586,1
753,23-01-2027,Liability,4050,1789,"? 3,953.00","? 4,787.00","? 3,317.00",0.44,1.17,698,"? 3,670.00",6,0.729617664,0.863303116,FALSE,0.806214227,1
754,24-01-2027,Asset,4866,2212,"? 1,481.00","? 2,488.00","? 3,480.00",0.36,1.31,2921,"? 2,180.00",4,1.145952895,0.880108871,FALSE,0.973017171,1
755,25-01-2027,Asset,962,3780,"? 1,040.00",? 691.00,"? 3,212.00",0.76,1.67,3713,"? 1,763.00",8,0.648229367,0.862655645,FALSE,0.174979558,1
756,26-01-2027,Expense,1927,1242,"? 3,730.00",? 880.00,"? 2,519.00",0.63,1.36,4482,? 714.00,7,0.570439215,0.824615948,FALSE,0.372240392,1
757,27-01-2027,Revenue,2805,2991,"? 3,556.00","? 3,039.00","? 2,453.00",0.26,2.04,4897,? 394.00,2,1.7705696,0.9145746,FALSE,0.551717089,1
758,28-01-2027,Expense,3692,1186,"? 2,031.00","? 1,049.00","? 2,691.00",0.48,0.57,756,? 158.00,4,0.597290251,0.849361347,FALSE,0.733033524,1
759,29-01-2027,Asset,436,2212,"? 1,278.00","? 2,571.00",? 337.00,0.76,1.14,4983,? 436.00,5,1.328370617,0.888671042,FALSE,0.067457073,1
760,30-01-2027,Revenue,2730,1060,"? 2,861.00",? 642.00,? 898.00,0.67,1.58,3696,"? 3,696.00",4,1.526066811,0.919466811,FALSE,0.536385936,1
761,31-01-2027,Liability,2753,4080,"? 3,277.00","? 4,325.00","? 2,075.00",0.43,2.53,199,"? 1,795.00",5,1.086191758,0.978607144,FALSE,0.54108749,1
762,01-02-2027,Asset,3363,2653,"? 1,741.00",? 478.00,"? 3,841.00",0.79,1.45,4892,"? 2,869.00",3,0.669228599,0.995687275,FALSE,0.665780867,1
763,02-02-2027,Revenue,2148,2750,"? 3,525.00",? 416.00,"? 1,985.00",0.41,1.93,122,"? 2,512.00",5,1.615403239,0.914642579,FALSE,0.41741619,1
764,03-02-2027,Liability,2574,1945,"? 1,896.00",? 813.00,? 660.00,0.66,2.13,4940,"? 3,468.00",1,0.534236255,0.960707376,TRUE,0.504497138,1
765,04-02-2027,Expense,201,509,"? 3,256.00","? 1,038.00","? 1,809.00",0.41,0.73,4509,? 670.00,1,0.690739919,0.826775088,FALSE,0.01941946,1
766,05-02-2027,Liability,1867,2356,? 555.00,"? 2,659.00","? 3,244.00",0.70,0.67,4489,"? 2,602.00",7,1.999772731,0.810024846,FALSE,0.35997547,1
767,06-02-2027,Liability,535,2259,"? 1,912.00",? 405.00,"? 3,471.00",0.28,0.52,3342,"? 2,844.00",9,0.63609206,0.809007935,FALSE,0.087694195,1
768,07-02-2027,Liability,3039,1031,"? 1,930.00","? 4,848.00",? 818.00,0.48,2.38,226,? 868.00,9,0.550027926,0.802909273,FALSE,0.599550286,1
769,08-02-2027,Revenue,4642,1743,"? 3,866.00","? 2,945.00","? 2,055.00",0.33,2.88,2921,? 144.00,1,1.838888127,0.870255195,FALSE,0.927228128,1
770,09-02-2027,Revenue,697,3395,? 965.00,"? 1,244.00",? 301.00,0.48,1.30,484,? 565.00,7,1.726417857,0.819924212,FALSE,0.120809485,1
771,10-02-2027,Asset,4933,593,"? 1,380.00","? 4,357.00",? 715.00,0.28,1.76,631,"? 2,835.00",2,1.234234153,0.8810261,FALSE,0.986713001,1
772,11-02-2027,Revenue,3209,2840,"? 2,834.00","? 3,486.00",? 519.00,0.41,0.59,3423,"? 3,350.00",1,0.669491285,0.994413917,FALSE,0.634300899,1
773,12-02-2027,Liability,2960,4290,"? 1,464.00","? 3,549.00","? 2,533.00",0.34,1.55,4294,"? 1,962.00",4,0.535778267,0.874834931,FALSE,0.583401472,1
774,13-02-2027,Liability,314,3617,"? 2,708.00","? 3,536.00","? 1,248.00",0.41,1.40,3946,"? 3,012.00",9,1.602231523,0.97033115,FALSE,0.042518397,1
775,14-02-2027,Liability,1870,2819,"? 1,816.00","? 2,856.00","? 2,723.00",0.37,1.18,2600,"? 3,516.00",3,1.515374454,0.860133045,FALSE,0.360588716,1
776,15-02-2027,Liability,611,2872,? 366.00,"? 2,874.00",? 686.00,0.65,1.05,299,? 792.00,2,1.2129947,0.926166996,FALSE,0.103229763,1
